Order ID,Date,Customer ID,Product ID,Product Name,Category,Quantity,Price per Unit,Total Sale Amount,Payment Method,Payment Status,Country,Continent
15065,2023-04-01,Cust-569,3003,Smartphone,Electronics,3,700,2100,Credit Card,Failed,Australia,Australia
15066,2023-07-09,Cust-679,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Pending,Brazil,South America
15067,2023-01-12,Cust-365,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,Germany,Europe
15068,2023-07-11,Cust-99,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Failed,Australia,Australia
15069,2023-01-08,Cust-920,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,UK,Europe
15070,2023-12-08,Cust-886,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,USA,North America
15071,2023-08-05,Cust-283,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Pending,Australia,Australia
15072,2023-03-20,Cust-743,3002,Headphones,Accessories,3,50,150,Credit Card,Failed,South Africa,Africa
15073,2023-04-24,Cust-522,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,South Africa,Africa
15074,2023-12-16,Cust-315,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,USA,North America
15075,2023-11-21,Cust-678,3002,Headphones,Accessories,5,50,250,PayPal,Failed,India,Asia
15076,2023-12-04,Cust-133,3004,Tablet,Electronics,3,300,900,Bank Transfer,Pending,India,Asia
15077,2023-04-13,Cust-847,3003,Smartphone,Electronics,3,700,2100,PayPal,Failed,South Africa,Africa
15078,2023-01-02,Cust-197,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Failed,India,Asia
15079,2023-12-08,Cust-840,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,South Africa,Africa
15080,2023-01-04,Cust-949,3004,Tablet,Electronics,1,300,300,PayPal,Pending,India,Asia
15081,2023-05-31,Cust-935,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Completed,Japan,Asia
15082,2023-01-08,Cust-893,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Germany,Europe
15083,2023-10-06,Cust-606,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Failed,UK,Europe
15084,2023-06-29,Cust-798,3002,Headphones,Accessories,4,50,200,PayPal,Failed,USA,North America
15085,2023-06-08,Cust-804,3004,Tablet,Electronics,3,300,900,PayPal,Completed,USA,North America
15086,2023-12-05,Cust-981,3004,Tablet,Electronics,5,300,1500,Credit Card,Completed,India,Asia
15087,2023-07-29,Cust-418,3003,Smartphone,Electronics,1,700,700,PayPal,Completed,South Africa,Africa
15088,2023-11-09,Cust-358,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,Canada,North America
15089,2023-07-20,Cust-851,3004,Tablet,Electronics,3,300,900,Bank Transfer,Completed,Canada,North America
15090,2023-12-03,Cust-777,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Brazil,South America
15091,2023-07-13,Cust-365,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Australia,Australia
15092,2023-07-14,Cust-148,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,Japan,Asia
15093,2023-08-05,Cust-739,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Pending,Canada,North America
15094,2023-01-30,Cust-801,3002,Headphones,Accessories,4,50,200,Credit Card,Completed,Australia,Australia
15095,2023-09-09,Cust-585,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,India,Asia
15096,2023-08-21,Cust-628,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,South Africa,Africa
15097,2023-12-17,Cust-370,3002,Headphones,Accessories,4,50,200,Bank Transfer,Completed,Australia,Australia
15098,2023-10-04,Cust-814,3004,Tablet,Electronics,1,300,300,PayPal,Failed,Japan,Asia
15099,2023-10-12,Cust-77,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,USA,North America
15100,2023-06-29,Cust-662,3002,Headphones,Accessories,2,50,100,PayPal,Pending,USA,North America
15101,2023-03-23,Cust-479,3002,Headphones,Accessories,3,50,150,Credit Card,Pending,Germany,Europe
15102,2023-12-14,Cust-590,3001,Laptop,Electronics,1,1000,1000,PayPal,Pending,Japan,Asia
15103,2023-06-19,Cust-276,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,UK,Europe
15104,2023-04-03,Cust-159,3003,Smartphone,Electronics,5,700,3500,Credit Card,Failed,Japan,Asia
15105,2023-12-09,Cust-205,3005,Smartwatch,Accessories,3,200,600,PayPal,Completed,India,Asia
15106,2023-02-02,Cust-737,3004,Tablet,Electronics,2,300,600,PayPal,Completed,USA,North America
15107,2023-01-24,Cust-748,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Pending,UK,Europe
15108,2023-11-03,Cust-524,3004,Tablet,Electronics,4,300,1200,Credit Card,Completed,Australia,Australia
15109,2023-08-05,Cust-42,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,France,Europe
15110,2023-12-22,Cust-577,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,South Africa,Africa
15111,2023-09-26,Cust-770,3004,Tablet,Electronics,4,300,1200,Credit Card,Completed,France,Europe
15112,2023-07-09,Cust-823,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,India,Asia
15113,2023-07-21,Cust-234,3003,Smartphone,Electronics,4,700,2800,PayPal,Failed,Canada,North America
15114,2023-09-15,Cust-187,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,Canada,North America
15115,2023-05-03,Cust-337,3004,Tablet,Electronics,1,300,300,Credit Card,Pending,South Africa,Africa
15116,2023-11-15,Cust-508,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Failed,South Africa,Africa
15117,2023-12-03,Cust-676,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,South Africa,Africa
15118,2023-08-22,Cust-788,3004,Tablet,Electronics,5,300,1500,PayPal,Pending,Brazil,South America
15119,2023-06-03,Cust-396,3002,Headphones,Accessories,2,50,100,PayPal,Completed,South Africa,Africa
15120,2023-07-15,Cust-901,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Failed,Brazil,South America
15121,2023-04-09,Cust-680,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Pending,South Africa,Africa
15122,2023-02-16,Cust-398,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,USA,North America
15123,2023-02-23,Cust-588,3005,Smartwatch,Accessories,5,200,1000,Credit Card,Failed,Canada,North America
15124,2023-02-01,Cust-614,3001,Laptop,Electronics,4,1000,4000,PayPal,Pending,Canada,North America
15125,2023-08-12,Cust-273,3005,Smartwatch,Accessories,5,200,1000,PayPal,Pending,Japan,Asia
15126,2023-07-21,Cust-83,3003,Smartphone,Electronics,4,700,2800,PayPal,Pending,Japan,Asia
15127,2023-10-27,Cust-846,3004,Tablet,Electronics,2,300,600,Credit Card,Completed,France,Europe
15128,2023-11-29,Cust-240,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Completed,Canada,North America
15129,2023-01-02,Cust-572,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,Canada,North America
15130,2023-04-27,Cust-497,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,India,Asia
15131,2023-09-22,Cust-463,3002,Headphones,Accessories,5,50,250,PayPal,Pending,Brazil,South America
15132,2023-07-25,Cust-384,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Pending,Canada,North America
15133,2023-03-21,Cust-659,3003,Smartphone,Electronics,2,700,1400,Credit Card,Pending,South Africa,Africa
15134,2023-10-22,Cust-341,3001,Laptop,Electronics,2,1000,2000,Credit Card,Failed,India,Asia
15135,2023-05-16,Cust-934,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,USA,North America
15136,2023-05-14,Cust-412,3002,Headphones,Accessories,1,50,50,PayPal,Pending,USA,North America
15137,2023-08-18,Cust-764,3004,Tablet,Electronics,2,300,600,Bank Transfer,Pending,Australia,Australia
15138,2023-10-01,Cust-854,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,France,Europe
15139,2023-08-28,Cust-882,3004,Tablet,Electronics,1,300,300,Credit Card,Failed,Germany,Europe
15140,2023-04-24,Cust-797,3005,Smartwatch,Accessories,1,200,200,Credit Card,Failed,USA,North America
15141,2023-05-11,Cust-866,3004,Tablet,Electronics,1,300,300,Bank Transfer,Completed,France,Europe
15142,2023-01-14,Cust-950,3001,Laptop,Electronics,4,1000,4000,Credit Card,Failed,USA,North America
15143,2023-06-05,Cust-157,3002,Headphones,Accessories,5,50,250,Credit Card,Pending,Australia,Australia
15144,2023-11-12,Cust-335,3002,Headphones,Accessories,1,50,50,Credit Card,Pending,Brazil,South America
15145,2023-06-29,Cust-306,3003,Smartphone,Electronics,5,700,3500,PayPal,Pending,USA,North America
15146,2023-09-07,Cust-865,3002,Headphones,Accessories,1,50,50,Bank Transfer,Pending,India,Asia
15147,2023-10-15,Cust-613,3004,Tablet,Electronics,1,300,300,PayPal,Completed,Canada,North America
15148,2023-12-10,Cust-269,3004,Tablet,Electronics,5,300,1500,Credit Card,Completed,Brazil,South America
15149,2023-02-26,Cust-548,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Completed,Brazil,South America
15150,2023-05-13,Cust-405,3003,Smartphone,Electronics,4,700,2800,Credit Card,Pending,Japan,Asia
15151,2023-08-26,Cust-353,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Japan,Asia
15152,2023-07-23,Cust-109,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,Brazil,South America
15153,2023-12-17,Cust-897,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,India,Asia
15154,2023-11-23,Cust-25,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,Japan,Asia
15155,2023-11-25,Cust-457,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,France,Europe
15156,2023-07-02,Cust-979,3004,Tablet,Electronics,4,300,1200,Credit Card,Failed,UK,Europe
15157,2023-11-16,Cust-895,3004,Tablet,Electronics,2,300,600,PayPal,Pending,Brazil,South America
15158,2023-06-20,Cust-303,3005,Smartwatch,Accessories,5,200,1000,PayPal,Failed,Brazil,South America
15159,2023-12-13,Cust-496,3003,Smartphone,Electronics,3,700,2100,PayPal,Pending,Canada,North America
15160,2023-12-09,Cust-652,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,Brazil,South America
15161,2023-04-18,Cust-911,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Australia,Australia
15162,2023-06-16,Cust-935,3005,Smartwatch,Accessories,1,200,200,PayPal,Failed,Brazil,South America
15163,2023-02-01,Cust-407,3001,Laptop,Electronics,5,1000,5000,Credit Card,Pending,France,Europe
15164,2023-06-20,Cust-259,3001,Laptop,Electronics,1,1000,1000,PayPal,Failed,France,Europe
15165,2023-12-03,Cust-323,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,Germany,Europe
15166,2023-10-07,Cust-107,3001,Laptop,Electronics,1,1000,1000,PayPal,Pending,Canada,North America
15167,2023-02-09,Cust-664,3005,Smartwatch,Accessories,4,200,800,PayPal,Failed,Canada,North America
15168,2023-03-30,Cust-72,3002,Headphones,Accessories,2,50,100,Bank Transfer,Completed,South Africa,Africa
15169,2023-09-19,Cust-821,3003,Smartphone,Electronics,5,700,3500,PayPal,Failed,India,Asia
15170,2023-05-08,Cust-841,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Failed,Japan,Asia
15171,2023-07-26,Cust-349,3002,Headphones,Accessories,1,50,50,Bank Transfer,Failed,Australia,Australia
15172,2023-12-07,Cust-930,3003,Smartphone,Electronics,4,700,2800,Credit Card,Completed,Canada,North America
15173,2023-02-05,Cust-214,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Pending,Canada,North America
15174,2023-04-11,Cust-858,3002,Headphones,Accessories,5,50,250,Bank Transfer,Failed,South Africa,Africa
15175,2023-05-09,Cust-819,3003,Smartphone,Electronics,2,700,1400,Credit Card,Pending,Japan,Asia
15176,2023-12-13,Cust-571,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,UK,Europe
15177,2023-05-07,Cust-609,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,France,Europe
15178,2023-11-04,Cust-318,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,India,Asia
15179,2023-04-22,Cust-149,3002,Headphones,Accessories,4,50,200,PayPal,Failed,South Africa,Africa
15180,2023-09-22,Cust-228,3002,Headphones,Accessories,2,50,100,Credit Card,Pending,USA,North America
15181,2023-05-30,Cust-551,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Pending,Australia,Australia
15182,2023-05-16,Cust-229,3004,Tablet,Electronics,3,300,900,PayPal,Completed,Germany,Europe
15183,2023-02-08,Cust-112,3005,Smartwatch,Accessories,3,200,600,Credit Card,Pending,Canada,North America
15184,2023-05-07,Cust-40,3004,Tablet,Electronics,4,300,1200,Credit Card,Pending,Australia,Australia
15185,2023-10-30,Cust-367,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Failed,South Africa,Africa
15186,2023-09-27,Cust-932,3004,Tablet,Electronics,5,300,1500,Bank Transfer,Pending,USA,North America
15187,2023-09-08,Cust-865,3002,Headphones,Accessories,3,50,150,PayPal,Pending,Brazil,South America
15188,2023-02-26,Cust-557,3002,Headphones,Accessories,4,50,200,Bank Transfer,Failed,USA,North America
15189,2023-10-14,Cust-352,3003,Smartphone,Electronics,2,700,1400,Credit Card,Pending,Japan,Asia
15190,2023-05-16,Cust-715,3004,Tablet,Electronics,2,300,600,Bank Transfer,Failed,South Africa,Africa
15191,2023-07-26,Cust-582,3002,Headphones,Accessories,2,50,100,Credit Card,Completed,India,Asia
15192,2023-01-03,Cust-352,3005,Smartwatch,Accessories,4,200,800,Credit Card,Failed,France,Europe
15193,2023-04-05,Cust-367,3002,Headphones,Accessories,2,50,100,PayPal,Completed,South Africa,Africa
15194,2023-06-08,Cust-167,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,India,Asia
15195,2023-10-07,Cust-392,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,UK,Europe
15196,2023-11-05,Cust-224,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Completed,Brazil,South America
15197,2023-12-18,Cust-632,3003,Smartphone,Electronics,2,700,1400,PayPal,Completed,France,Europe
15198,2023-12-12,Cust-660,3001,Laptop,Electronics,4,1000,4000,PayPal,Completed,UK,Europe
15199,2023-04-16,Cust-615,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,Japan,Asia
15200,2023-10-23,Cust-26,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Pending,South Africa,Africa
15201,2023-09-05,Cust-988,3001,Laptop,Electronics,2,1000,2000,Bank Transfer,Completed,France,Europe
15202,2023-11-17,Cust-966,3005,Smartwatch,Accessories,3,200,600,Bank Transfer,Pending,France,Europe
15203,2023-04-28,Cust-128,3005,Smartwatch,Accessories,4,200,800,Bank Transfer,Failed,Canada,North America
15204,2023-09-26,Cust-194,3005,Smartwatch,Accessories,3,200,600,Credit Card,Failed,France,Europe
15205,2023-04-18,Cust-784,3003,Smartphone,Electronics,3,700,2100,PayPal,Completed,South Africa,Africa
15206,2023-12-21,Cust-977,3004,Tablet,Electronics,5,300,1500,PayPal,Failed,UK,Europe
15207,2023-07-14,Cust-166,3002,Headphones,Accessories,2,50,100,PayPal,Failed,Australia,Australia
15208,2023-04-21,Cust-169,3005,Smartwatch,Accessories,2,200,400,Credit Card,Failed,France,Europe
15209,2023-06-24,Cust-88,3001,Laptop,Electronics,3,1000,3000,Bank Transfer,Pending,UK,Europe
15210,2023-01-13,Cust-24,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,USA,North America
15211,2023-10-01,Cust-702,3004,Tablet,Electronics,4,300,1200,PayPal,Completed,Germany,Europe
15212,2023-06-06,Cust-256,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,France,Europe
15213,2023-03-16,Cust-800,3004,Tablet,Electronics,4,300,1200,Bank Transfer,Completed,Japan,Asia
15214,2023-06-29,Cust-800,3002,Headphones,Accessories,2,50,100,Bank Transfer,Pending,Brazil,South America
15215,2023-12-22,Cust-908,3001,Laptop,Electronics,3,1000,3000,PayPal,Completed,Canada,North America
15216,2023-05-01,Cust-114,3001,Laptop,Electronics,5,1000,5000,Credit Card,Completed,Brazil,South America
15217,2023-10-21,Cust-941,3002,Headphones,Accessories,2,50,100,PayPal,Pending,USA,North America
15218,2023-01-29,Cust-478,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Failed,South Africa,Africa
15219,2023-06-19,Cust-192,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Completed,Brazil,South America
15220,2023-05-15,Cust-380,3005,Smartwatch,Accessories,5,200,1000,PayPal,Completed,Brazil,South America
15221,2023-05-18,Cust-168,3003,Smartphone,Electronics,4,700,2800,Credit Card,Failed,UK,Europe
15222,2023-02-23,Cust-527,3004,Tablet,Electronics,4,300,1200,Credit Card,Completed,UK,Europe
15223,2023-06-03,Cust-962,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,South Africa,Africa
15224,2023-03-27,Cust-467,3005,Smartwatch,Accessories,1,200,200,Credit Card,Pending,Germany,Europe
15225,2023-02-15,Cust-916,3004,Tablet,Electronics,3,300,900,PayPal,Completed,Germany,Europe
15226,2023-04-24,Cust-483,3002,Headphones,Accessories,5,50,250,PayPal,Failed,UK,Europe
15227,2023-03-29,Cust-491,3005,Smartwatch,Accessories,1,200,200,PayPal,Pending,UK,Europe
15228,2023-10-30,Cust-793,3002,Headphones,Accessories,4,50,200,Bank Transfer,Pending,France,Europe
15229,2023-02-09,Cust-820,3003,Smartphone,Electronics,4,700,2800,Credit Card,Failed,India,Asia
15230,2023-06-30,Cust-766,3003,Smartphone,Electronics,5,700,3500,PayPal,Completed,Brazil,South America
15231,2023-10-29,Cust-436,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,UK,Europe
15232,2023-02-19,Cust-261,3003,Smartphone,Electronics,5,700,3500,Bank Transfer,Completed,Canada,North America
15233,2023-07-03,Cust-213,3003,Smartphone,Electronics,1,700,700,Bank Transfer,Failed,Canada,North America
15234,2023-04-29,Cust-397,3001,Laptop,Electronics,5,1000,5000,Bank Transfer,Pending,Australia,Australia
15235,2023-08-06,Cust-34,3003,Smartphone,Electronics,4,700,2800,Bank Transfer,Completed,France,Europe
15236,2023-06-25,Cust-533,3002,Headphones,Accessories,2,50,100,PayPal,Pending,Canada,North America
15237,2023-02-25,Cust-85,3004,Tablet,Electronics,4,300,1200,PayPal,Pending,Brazil,South America
15238,2023-01-21,Cust-626,3002,Headphones,Accessories,3,50,150,Bank Transfer,Pending,Germany,Europe
15239,2023-05-31,Cust-570,3002,Headphones,Accessories,5,50,250,Bank Transfer,Pending,Brazil,South America
15240,2023-05-12,Cust-978,3002,Headphones,Accessories,2,50,100,PayPal,Failed,India,Asia
15241,2023-05-16,Cust-281,3004,Tablet,Electronics,3,300,900,Credit Card,Completed,Japan,Asia
15242,2023-07-18,Cust-413,3002,Headphones,Accessories,3,50,150,Bank Transfer,Failed,Brazil,South America
15243,2023-07-11,Cust-924,3003,Smartphone,Electronics,2,700,1400,Bank Transfer,Failed,Germany,Europe
15244,2023-08-16,Cust-838,3001,Laptop,Electronics,3,1000,3000,Credit Card,Pending,Japan,Asia
15245,2023-01-24,Cust-103,3001,Laptop,Electronics,1,1000,1000,Credit Card,Pending,Brazil,South America
15246,2023-06-13,Cust-281,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,South Africa,Africa
15247,2023-01-02,Cust-886,3003,Smartphone,Electronics,4,700,2800,Credit Card,Pending,UK,Europe
15248,2023-09-19,Cust-53,3005,Smartwatch,Accessories,2,200,400,PayPal,Failed,France,Europe
15249,2023-08-21,Cust-548,3005,Smartwatch,Accessories,1,200,200,Bank Transfer,Failed,India,Asia
15250,2023-06-13,Cust-502,3002,Headphones,Accessories,1,50,50,Credit Card,Failed,Brazil,South America
15251,2023-08-12,Cust-949,3002,Headphones,Accessories,4,50,200,Bank Transfer,Pending,UK,Europe
15252,2023-08-28,Cust-189,3003,Smartphone,Electronics,3,700,2100,Bank Transfer,Failed,Brazil,South America
15253,2023-03-07,Cust-935,3004,Tablet,Electronics,5,300,1500,Credit Card,Pending,Canada,North America
15254,2023-10-05,Cust-141,3002,Headphones,Accessories,2,50,100,Credit Card,Failed,Germany,Europe
15255,2023-10-23,Cust-510,3003,Smartphone,Electronics,3,700,2100,PayPal,Completed,Germany,Europe
15256,2023-02-17,Cust-205,3005,Smartwatch,Accessories,4,200,800,Credit Card,Completed,Australia,Australia
15257,2023-05-23,Cust-571,3004,Tablet,Electronics,1,300,300,Bank Transfer,Failed,France,Europe
15258,2023-11-29,Cust-199,3004,Tablet,Electronics,3,300,900,PayPal,Pending,Germany,Europe
15259,2023-03-04,Cust-159,3003,Smartphone,Electronics,5,700,3500,Credit Card,Completed,UK,Europe
15260,2023-09-10,Cust-265,3001,Laptop,Electronics,5,1000,5000,PayPal,Completed,Brazil,South America
15261,2023-04-14,Cust-710,3005,Smartwatch,Accessories,2,200,400,Bank Transfer,Failed,Australia,Australia
15262,2023-05-30,Cust-953,3003,Smartphone,Electronics,4,700,2800,PayPal,Completed,Australia,Australia
15263,2023-05-12,Cust-80,3002,Headphones,Accessories,2,50,100,PayPal,Pending,Canada,North America
15264,2023-02-28,Cust-709,3005,Smartwatch,Accessories,3,200,600,PayPal,Pending,UK,Europe
